wallet,balance,received
1NsShSyS6H8yNXfgLyCxUayhbQDN5VpMSv,0,4754805
14fg8ASYDoAxYCLpUVqxy7gZZAhwNYLhuw,0,4761074
1EdK5RkgWZ6UNL89SKCFox5BjbkfHimrCZ,0,4761905
1BSNmodCWfrx2HP4uraApCmiGt7BddL4Ji,0,4800000
15b5rZnwerwdNiRjzQFQykWZiGwJGSsY16,0,4856842
39by6dACdf6ZwDUA7RiWsWG5tzPsDPZAcq,0,4858858
38kTS4ozEfFtqAZPsDvR8EASNTELvWCQPn,0,4863142
3GxoyuvEc7Erc17K4xxjeiayTvvvwQhS7g,0,4894992
3MU4Yf4bk9W4KRAUD9TEw1ymswV6CEfiza,0,4966737
3LiziCu5sibWZ6krt1AbucwFMD9oe8FHQD,0,4972599
14cpr38DhSinr1pEiup4YxpGFG9Rc7Gbbw,0,5006907
357zP9BK283XnnGGGHgHRFVQ6JwJnujJTu,0,5007012
1DrJiGeEnMxTuv45Qz99J3wKWYxmar3PRc,0,5220219
1DXxsmri9odYYox7KYUxEiRba93cMoysBj,0,5230783
1KzmjUTnct2SH7qkae1DHkUdpXnNndH3wr,0,5254852
bc1qyqzfypg6whncj6wdveqzvvtkcajuz95r8sv5kq,0,5260165
12ccnkcqwzAXp58YePMVTMT3uiFpLj9DTt,0,5307172
1BdcVWWmoXMMSg452R2QHMCUiHxvE9oGYq,0,5316924
17bF63cVHVwbSEQisBg6q5GzHzCn6acdQ,0,5367433
1P7wxQJVEonSHQr4XJud8E84YZnyLHZ2vf,0,5398378
1GarXGcD6t8LG3E6w2ZqPXgEAeS6Fg3xFW,0,5430035
126YvfHsVptAxBbEpVqFNhon85isfMAxde,0,5686750
3C2zARM6gP2MGbdVVMfYLeYxbJ9JkFuKAs,0,5786075
38bk2V37ZJvHfh9i4gzGC3S9uFeYhZwRHz,0,5889093
bc1qr9hvtdrf23tqcdqd7p98cpa7ys7wum4x77xvln,0,5892655
347MCmvfhcFiYgVUoMcCgHyu9Lv93VLTgc,0,5930154
158E7kktJVjg95dbFbuuF2nfTnCq1KjuYW,0,6016131
1PX6fPLG5behRjxywUSVjUF6N6dwuMwNa7,0,6036958
18VHRQFAi6TvDwyvSrzJ4BKBj3ptc8v8pb,0,6066756
3LSLcqt33xgV1R7fpZhA7Lpe4ARDWD39vU,0,6226653
1NqxPMSjDxEfJ2ozbFnGEoumDpL4Z8frKh,0,6302100
3DcrBz6zEatPr4Cg9FePLi1axqzErk1aYb,0,6310501
1G9ibVEXAbTZQGBzwPY92DujkCwecjCB8s,0,6392128
3JtdsN1pktYYtVNF8Rd1fMtTE2VKN8HZUi,0,6476600
3QuTkJhMqPuDadSRSpdfggZWLT2XvpeKjW,0,6535191
3KFU6tmagnHsM4HtBnLdV2BuYHmzeHJkh4,0,6560645
bc1qc8nxs5uxh3vx4xpuxlkhkfysllg5tw9nr00spj,0,6563165
39kAtmpMgxK5F46KATkcqEqNWTVab46Ndd,0,6665884
bc1qc2gtz9eadvr9mf2xcptyatajakx93schz35aq7,0,6749187
3HqUAxCJ3yv2WNQE3MQSjRKGLAQqGRA4rq,0,6904358
15KaTQzS1hLEKGHyq3LHwt7Bt6mZdEZwDf,0,6972720
1AcAQMpuc53zgZgJrNwPkBYwMFsCygWkiu,0,7017544
bc1qc5sn0myjvc8lj7n5xs3qdq6k9t07xn6vtew2ze,0,7047604
3AXVZRnjqXbrfqQwJx6e4AUyzzG5CchrEx,0,7055054
32C1kAf5EKy8tJHzsfqfwUKFZc8dyzfzoa,0,7241671
3L4R1mmGfFjC8Ym7zh6TER63QLzqSdDELC,0,7244354
35efJpxfeV3cm3wbJNfSkaubLDrJArfXM8,0,7285300
19SZvbUxo21MzPAwYC6My5LRhHNVPPfVKp,0,7294278
1NVHhVjcPEWdUNpUjb3RaBWPw2WdvZ7JEk,0,7295353
bc1qwdvezde03twlxssf6amv0d2gysw0r0yg5f6a3q,0,7430621
3Jp36kEyVztHKfLL8ZwzRVCkurvfiKG4Na,0,7559824
bc1q0qpwpcycm2su83qfqpx3742yaqzy9lc0g2t26y,0,7568790
bc1q0q5gsymkvp7vfpuexz0eq5csufxs60npza3ct5,0,7644822
36o4PsUnv7oZSBQPzb8Lvdt7g2heMHppUf,0,7702311
1MjX9obVcDq5c3BPwTgR2s2EfdFGkBo47t,0,7734299
3L8QboSkCn24UtEeqMpgbciewHvkF9swq5,0,7776864
3MvuPBgSbXv7Yo5M8eqaSAE7PR9D4Mqv5A,0,7783002
364MJKqtDbNnh5DwCHKuB6FJ6a3mWeeZzf,0,7789122
381NAC7C5h64gi5EUGiRGWdmLtXe3v831u,0,7795111
3C52XpqdAVn6ZweoM8Ab49snNhDLgptxTS,0,7797275
1BwwR5Fk3rSQ56mp74RURfreHpjTAUxrUj,0,7900000
3ACKLYjDsvVzX1rLzdFe3Z7JAfS4nVf1sp,0,7911318
19EYKePWvc8G6QSPoN9qiCCQsidVR4Gcmb,0,7925662
3EDKeb4Ab3z31TC3RoUEcRxBmo4nbhswyc,0,7943387
34gcLutc83MPTvHzQqBaA9iWQAjCVHDUP8,0,7957468
3LFVjK9b7Hr7wUZApabZmFkjoKESg5wanZ,0,7964510
3QFeP4HVkiypxRsR8GXtcx4WXuCeM2iqVc,0,7964825
1Buwog8masbVCn1mFCnV9NQACPtPSxkEgX,0,7979481
3AqLcceApihPbxDraaQX34pxM2HRtBGbv4,0,7985000
bc1q0y00g7324wk4c59he5dwxd44p3neq468k828c0,0,8033298
196v3pzZSaqLCsG93UHH1eQmw6c29mCA4d,0,8100000
17JZbuhbxygtiHQvfw5dAYurSqeua5af7w,0,8176264
3DEM6M2mGa82bsFzwZfx9xog4wsGkEF1k5,0,8180057
bc1qe6hrlm5ys0y72ph2tpe0dh9u5hl4deaxfvk0ej,0,8240964
bc1q88awj7xtxcv7sdv7xp6e0ah947kj5zcdx86ynh,0,8260821
bc1q9h0l5544jxpm8dg6am0gkz239cce2w24ml5atn,0,8272900
1JDj5TuJVAk5FBUHUjXiR6b46o43SuMKg2,0,8310667
187NXfNLMEUNTNSdmDMvc6std2yNWN8Ump,0,8378317
35mqXfMwyNCGFPSzRTmcYCpWiZ73x6H5kG,0,8398289
3JNZCbgUL7f5uvdu5CUdF1a7xFCE5SCdYA,0,8401039
3E3TdeayniG9SonKEKgEyEAaF57SC5GJVX,0,8410352
3Qh1co2goM1CZ533VtvP3SwqJtrgxTK3ue,0,8413465
1Bd8F241rmFGd7gzCeU6UXoo5KNfXhx9Wb,0,8441446
3JHzg3ggxQVZZegcEQeqhXacbRj9ouVd3p,0,8443371
38P7Qtz1hkyJmxYh4XR7gtntz38gaUcAmb,0,8444025
bc1q7u245c4shnsvkd2ulv4dn5spxyt8v3r6w9xfr0,0,8444145
bc1q0sgs7ee2k2qlnsgnrdwfpdcmw97dtl7ngcct4j,0,8486977
1GWDLgzNPdRRxjJcACktanvPoX1nLVwKj1,0,8509749
18UAaEdnyJjPMR34CRS5S7pjCH7xqkpT5Q,0,8514120
33PfxKrgx1894QVVKmo1h8bXR2cjaPe8mq,0,8529089
1MAvHymj3kxxyq9HXZjxcfS5NPAVSjDq44,0,8543639
3JM65WqvYq6QnbRqftohguDgqamLZeVzUE,0,8557092
1C2cBU7ATosgKihTmTRK47E5Er6bcxknhm,0,8590441
bc1qa8z295znqpzvtxqamz0269642nvm8r00kdhcrw,0,8606100
bc1qa2t2qweze4y545y3j5xlaqdwwjetsq082t0gqh,0,8644623
bc1q2l4ula747cvzmfvulkglcf9t9srx0t8tjzk0cj,0,8705100
bc1qlfnunqu7w37dq529efs5r4fyxgl34evs3qp9cl,0,8719600
1EvRYmtVQomEaXCo87Fb9Cye2pvA7oucE2,0,8800000
3Qeb5q2KTDRiiT6BGnR3BjCz86u427dJRV,0,8839781
1GXrHar42EHxHNXM2nFkXQ5gpTMxdR5q5j,0,8912799
38D6BLawippb6JLRKD6DYwGKHWNueundL7,0,8942891
18G8Swgw8Z2xCJ1S5B26qkwAgWNpHQ5ZqU,0,8967595
3Qe2vdFzL1oUFXZGUUY6AkWeHEdSxA8MS4,0,9009089
349TxZZyaJpUnrBYmxs8YLTkYyv7y1Zdr5,0,9084920
3P2F2dm3bUw5TmiiYinnggknhpwKXwvWUg,0,9131161
3PC5nk1LkLWj78WguBz4GTb6MXQ1FXKBSD,0,9157137
bc1qp8kjvuqpy5u5rzrfc5jalqczvulknxek6zfdyw,0,9229268
bc1qzmzg9me6t7dcl7l3msc5q8gjrqljr6qgsx5m0j,0,9232700
bc1qpaz0c4d7m0xx7xfflyf4cuk2xsuxev5vtlmvhs,0,9264628
bc1qersparw7rl5923g66nj3tdu5cxrlfy9hmyxvkl,0,9328700
bc1q9rxj85uqsrk8jfygeq2unradh2yey8lcwlf6rs,0,9356200
bc1qxxxfrzafm9npa2lspv6zm6eqw488s9jpuyuaz5,0,9465700
172KVKhMqL5CU1HN884RbArzu5DDL5hwE3,0,9709640
bc1qaq3pr34lkgvpraa65aryfd78e854784jv65p44,0,9845900
17g3e3fooEHD3G3UyBmTcXEkRdD6C8rsdJ,0,9870410
3K63stWT4KU1nmtbPozfrtxCcwfVDaAqyG,0,10355538
bc1qdxrwlru9hr0frts6sxjkeeevc9za5k32r3zsgx,0,10464181
15QULY9y2HJj1i85LiJGMYWChhAqnGkCSx,0,10509879
362U9hC1ro3rCXD6Jxd7A5ySPS2AsgosUP,0,10555696
1KpGmCD9tY16qbrQtGNxsfZ2iBuWRPCMGX,0,10582097
3MwHyMvY6Hs5mETfyv4bLbHZnaphZDngPa,0,10608900
3Meg4kV2Pf8WinxoVKPLz6RZCjJSoxUomZ,0,10616538
3Q75nJ7MhA4GSo4gZYcJy1pszzJjS8XCEz,0,10619338
3Gk7nrYee9XGcdCL43WkpF3yptbuNPufrP,0,10624241
37TbY4gmR2y8zC614ZYyTrNJUzqNA1749B,0,10635781
bc1qxck5txemp0grlt2a7mqthpqp7c58j0dqgj9hmr,0,10637022
36jzkEYD82jxT5jqjDwkZdeYvfSSD4CGep,0,10655070
34QzUYKDBGXTmejcq79gDr85UMQ7inXMRQ,0,10681125
39iNVhc9C4nKnUTdJmM25Wn6pswYiaimfi,0,10683464
14HnaQfsQdtgVSNR91jLcbcKtdyddDfP6D,0,10702384
1HtyXyCrshiJmLYNru7atpDMJrzG9mzwzf,0,10736133
1MuaBkSVAw9BgMRq73cgCUaMHNPuGcgCEZ,0,10741839
1HscaV3e3BKDtWhYtPPDYJwpzhDeqajmYg,0,10758033
17DLNpwfWuQkYQbuTi7JkdUTGboBXsoP5c,0,10802039
1AV7edY4ah9Q8PjGrMXjSnnpUBHBokkE6t,0,10858831
bc1q6ecdjpmesnh7dtfx8z29ewxvssacrlflep9sup,0,10970876
3ELM1G61N68phao6NMTH7eA7xcJhnHLeBy,0,11078776
bc1qgqwavrqna87kqvr9tn8lk0w4uhudhp0avd5g3f,0,11940000
bc1q7cd8rxvwuqgeh2ya9vk2ekr9qutthyklzkamf8,0,12597194
3ENydBfSaJ1uMbpncuSqfv182AHwALvVgS,0,12676133
3HnkFbgMSxw8s1A61pqadyfz2dkdZ5vgRW,0,13126550
34eJt4a1sbrN3HpEnhDAhfG27ZH4Q1ViLA,0,13733439
3Gmgf2ZLs7ynB6dij8d6dVtP32HhbHZxyQ,0,14391643
bc1qqkc9220l6dqh8jlslfsc4xf6wxgkga5uv02vm5,0,14444486
34NCToBuWPFTJeXSdLeSUBKmFGbm5ujs7f,0,14665412
bc1qf2lmqzwkvh6r82j7p4nx4negk3m59drj0wg6w0,0,14730569
1347fBtFzZCrPq29yjRpct5f6Kq5uHZHHy,0,15300000
bc1qtnqkq7squx2kv5lm2v54czt73nvml3vj7ns4su,0,16181089
1GoAiu7jLbjNoVBvKX8Dba45G4J3BFL3tM,0,16349096
1KfDPgc6CiWb6Fnin1bLWi2moX1ViXANxW,0,16656829
3C42eJjFfEdhBXaNjSYRxiyVc7hs36GCCY,0,16789332
1APiU5VRXpdjKuMPXFE9wkN1Kh1zdLhsMv,0,16855661
bc1qclzlkq8j3ckmulye0k5xpzfymsxxha735mlauf,0,17415543
17Yq9fkbPSyCRbsn8UDywQXWG3jADf1RkQ,0,17433277
1BYjQdM56naVj1YkzGVK6dJ9Zp3auVsWkb,0,17545175
1DzKA4B5WQEJtbE1UuegT1bQwkwszeqZB8,0,18036669
3N7VE59qFYAuReR1zr2rcueXaaUbzFKHud,0,18419898
1MME58icHNtCHMPrpN6fnnVR3wkL5ciQSS,0,18787630
14XERmJvwuP6ZZkhKjWHfzas8CXLy8kj9w,0,19676079
1A5ypTVDUH8vJdNCs7opGT9PjG62PZyXbn,0,20198138
3GGMczzSPTbixa9wCV9N5pP6iMZ1jq8dTZ,0,21006695
34LyHG8jtKCDZtZDqjqmvFqCnBYUAyUGAa,0,21241097
37D8BAoeZfYjopZtociNyxBsdXxYxboaS8,0,21393542
1CsRGRxgPHSHzCTVvoETsTSbu8VYgdBtGB,0,21593716
1JyswDvDK7eptxno6mkuwT7S5Ks646UwcM,0,21640338
1BNPQ1QU8EUcZ7FdLHG72W3h5CnPYTKgVj,0,21771360
1M8i4162T1nhQkECEha3vDQPSC5eCqbKUr,0,21789170
bc1qlwef5kpsu6awedge9k3qsmthfwfq0d43kphdct,0,22039212
1Baxsh3pokdWftPSc8BYmKzLaVxSZUubQi,0,22490000
3LT3dLzsGNkAiJaowWPtLF19u4Mp9Zj1Dy,0,22573946
3B16DjzdvfGngYjNpoY7N5j9zdkaFzeuZk,0,23551591
3HZXWcbx1pFzZgfX8Tm38SMRFGrutK9ArG,0,23894770
3QqAx1R3pju72ox6gJkxNA2hEutdaeyzCt,0,24811949
3Ksf6hLck5yM8p1CDMHScfoV7C6KsnmkiG,0,25011035
3MVCJaskjJJT3LyEHDZPtfR4Pz8GQ3qXq1,0,25491444
3EtB1y9kMktBojSE95JTbWL6hVSnj3vR6s,0,26111066
3Me6msQadTaB7w2tyKTUapkH2katiE7Hts,0,26111066
3N7efz6ovr8tXP6M8bzQiaDJseTmKu9TGU,0,26787097
bc1qc39qwc3nl2eyh2cu4ct6tyh9zqzp9ye993c0y2,0,26980093
3LX8UL94jJc5BFQ6c5RSyFzkVKPCmcui4X,0,27092442
3NoAMx1SHdc6TmEqxA4Uf3u1SPTLXm5Wn4,0,27102829
38dgfzw2WUT5zTnXGJchsz2JUV5L9kbE6L,0,27908465
3HtmWv3KuTX5FRxNwDaVXCMxzSY7Pop2Vi,0,28521969
1AgJco5z2S9qTCp7XFFcATfRnJsMgbJMfL,0,28625157
bc1qqp7nt7m7m9fju2uflds93u9n5du78q3mhx6qss,0,30000000
3ArhZ9GuG9APYRJpKBR6YS8YfS7zfcbjtC,0,30129844
36SudmmHFYZvvoeMEVBJ8Am25ur9HkUNfB,0,31000168
12bsh5bc7wkVSRv25Qw6x3JYzuQDpZZ4zi,0,31250500
3HVdGfBobqwYH4SmMtVRcKXeSwdQjF3Khv,0,31419070
18wfejAcLnefJqV7D8Wo7e6iX2faBy8WDd,0,32473618
3MEYuZnFi2WWpeYJ3DY9jDMUAthGa3XfYR,0,33670068
3NAJwjsd4nKSHLLbaJKZahyrThdN8RBWdU,0,33812746
17LhzVehReBhCV2p7ZhRR2A5ZDvTnEWANB,0,35000000
1JpwQMa33tggoYpEEoQJsxcLudypBDjK4L,0,35827752
1PemRXvQ5nbDs6q19pCUzfd4kXVGovVoe3,0,36741875
1PemRXvQ5nbDs6q19pCUzfd4kXVGovVoe3,0,36741875
15FYsN3VXGhHL3fw86P5asPnQmGhNbTpez,0,37953830
19LjcGkg4MaCLbaofQkLtBFEvdaF6JWBJr,0,38563223
bc1qsnhfuxzprt9tdrwcp8uk0x504ye7uecf6a4aee,0,43030354
3GiJFkN368AgbEDsJKy8MUTKQcWCSXZeHn,0,43500000
1DSp4woswZECAL9zdmmGeu1s7k1sGExFDh,0,45297689
35NDVh7SgTjWXRZh3VAU3eFLdjLDA99d8k,0,46438191
38HefKqoBWYTKQsN5BEsKxKqsBsPc1Ts3o,0,46760387
1DBQbASkSKvXbh7uFK8y4zNuUAQVGJ1JAq,0,50000000
1Pq1BXqg32M5GJxifjkVFGF5iQbHDPHYde,0,58254775
1hLvH27BxAPbqx3R2fMCuuMPfS2gGDBJL,60002829,60002829
1AaG2mEUArhH76SHZV3UjfkafEbX3PjnXT,0,64123293
3HrMV8xRQz3oh9kEqCU46bBVas7E65eLsz,0,67719586
bc1qgd5ke95svytzhfkvjp2zhnlhhv42w0wqm0uhpx,0,73310000
bc1qlrzkzc6nkpn9kj9krzen2rq8yfc3hc4yhcrz3h,0,74742683
bc1qy2083z665ux68zda3tfuh5xed2493uaj8whdwv,0,76846931
1HvwVb52vCnU8gUczvPR42qWU3n7rFsjr9,0,80900893
bc1q47tlstrwpqf8uhwwzp30483upe6havrfqv0ecj,0,81100000
1A2q2yTi7VJ1phngdnVyZDjbiCxr1JgTXx,0,84571649
3HcQzvE9s5VmV87W3TGYAGThPLV78FurzL,0,88000000
1J1Qqf4Tps7dkT11ALDKvxqmPxGC2dYAFm,0,88773812
bc1qh83mkj8um9y7n5tqkfuyglyw9xnf55wdvn8j9q,0,92579550
bc1q4qvnjchr3y9wpm78qlnr6659qrtnnt5pfgn6p5,0,99591674
1FWWRT88WjYbZp4NoRNEBgTGjRxhi2J9YM,0,99845340
bc1qrjdl409wyucrwnmveq50m63dvyy7d5ws6m50gg,0,100000000
16evvEiZ6HKkV9WAbysJfJG1Qa7DzJGUFp,0,100000000
bc1q90css7emmtvs7l5ah5tcnvtx4kun6xxxc28vt4,0,100000000
13YyGHPWZAn38EDNfhnoZN1G3h61KmPqq7,0,100000000
1paXUSa9exGr4LRZxFaYmmUPcz7QH5Cjo,0,100000000
bc1qnf6drcfl786d70wlhfytyr5xg3qqgknlsh8dc3,0,103945389
16CyhSWJu4MDkk24A8LmkZoExC3KA744N2,0,106347836
3CKDfZNUn8fKLJcrsoEzK7ZeJQBXnJPZfg,547,115299157
bc1qg285up24wyrfd9dwrnucwnpj247g70wxz48kg9,0,115857306
15XzZs5r6sMnk9rhj38E3pg7Y6Xy9ykqHV,0,121080009
bc1qmwvprxqaq4rakwg7dhsvk046ln8e9kjx8zha49,0,125000000
bc1qz3ragrtw38yuu6n5k8dqfjnp8pdsmtcfelx7xe,0,130000000
bc1qfamjhlyec63dz3gvcum7s9guu3cp5n8v3hz7ud,0,132000000
1K9vUidjVFM1NNKva2ogvNaU4hVUh6zMtW,0,135000000
3QdNiLEpxKWQ6SoxULAo4xc48d5otumivR,0,135126919
bc1qq6mq20rx2h7u77hp5azyqn9qrr2009quqvdld3,74664500,149324500
bc1q88aftlas7seunzddmj0dk4kpjp567p7r3att6m,9029268,163077350
bc1q3stptj0pv6swqcyu6m5n74jamzmadsukn5ce7t,0,164108466
1K4NVpT26qwtLp2yReFkgecPkqqQHVrVJd,0,166800000
3DErzUUfnDeKdZvUPDESLwZJUQF9Rrozcp,0,175482172
1GthzERE63extEck6r8G9ZtQ6JoQ5AvUr1,0,180000000
16V75dAXysYmz8dQXJeZMdJrK5NQ8XPLVy,0,180322555
bc1qptn5qsllcxmrndmwucelazjt0z68zkrgrlumy0,0,181029779
19fDN5tQkpLkMyA3RR9bCj5vH2rpsNoCnW,0,181770739
36PZ3mg652bnDQUmYWE7gF5gF9h6Amg4iE,0,192000000
3ESoHHu87mTrFNSNUaMVEfT3vYwRYGfSHQ,0,198333578
bc1q0v6539urjxsvu5s5chph94hegjkpnckfdna4f5,0,200000000
bc1qj320zssr8lp62ruuwfp0nj56007a36n0wa63ml,0,230157719
bc1q5aqs5hrlt3wj5xrnj0craykgsq6h8mse3cftf8,0,231436446
1KeJsqaD1Son429VgEkeEEobAxSMmLnENy,0,249789461
bc1qkmyv5860pe24h9ytadkzgqltkjuuk9z9s027df,0,271495582
3HMgskrRPa5ZVwtU7C9Qt7WYYym1yQzdww,0,298506791
3GoJDv1s9PGZ7tnrU7Jd4yQwxjUgTjZMnY,0,328190946
1C26JJyqt6v7ZnXA8rYQ2mw8yEtJWHQ1rD,0,328993106
bc1qh7k79thm9lxwtrgxlxgdqun9lsvycp5gv0yucs,0,340399576
122e9wJ4G49bH7Y4SBiJN5fNWJVSh12hn5,0,376123699
32yXxyDJfGnmpDWeVTMjZc4oKz6qBa17rn,0,391457154
3NqA2rRDNk2xzSKLThG9pe8ywZvZzLBRPZ,0,408586309
32qPGiaTs4mKufRybRCEHxbgXYUkA2fVWn,0,477358288
377zqbhsYdX9TCGNxPxaJg3n2kRaNo8Px3,0,487009800
33hRnfkY5vh7GXjVKLKWwyhf1hRG6cj5qj,0,527297931
3K55DkpJ6eJDNEn15dFB3h5k1nvckhU71C,0,592577793
3N4oho2uXfkFBfUAPtoPGLUXjHXqXV4vrJ,0,604992489
3KsjQKZBjJ1LMCQtwe7hepT8jz1eLmfZbQ,0,629562070
bc1qmn7kwk399254epl20uu5csrztpp7umah4ncxwn,0,640000000
bc1qt3swuyl07tx326twh2qrvkzr5fs0tlx30rkjhz,0,661700000
3Jc3mTyYuRpP7hynPaStpDBPNNd8FYydzS,0,671369985
18YcA5BnLq4pWR4XmHwWUF5od9bfA5GBx2,0,698044881
1JXkfXrcqN6kUtBoKT57Um827Wrr9b8Aw8,0,701900000
bc1qlte8rmjn3mkjge9e6xg2le32rh5fu77uscfezp,0,775000000
bc1qcddr0zhnxvlfkqvvd0zf26zdae3wd64tel7l8s,0,779888566
3CF84ihHghMTW2BRAB7taQ7HMEXAuNmWBJ,0,919113967
35Z4UipuER5ZGprGUugcoxPWwZ43RXchPX,3678746,963187767
bc1qgc6zq6z28k3svm5rjhzs0ljvzhjpr9fveaj3ue,0,971913136
3KS9hmKHkvKzmqJEY6KLaJ3shhQ3YP6yYU,0,1069847264
bc1q4zj94s9p3cttk8lalkp94ccupr2wgz6tu0rfec,0,1157000000
bc1qwylaqmq04llfggxe9x7syxzm4kwrslr4yrffxa,0,1480000000
33cmajNiHUxgUYY7EWS16P3BUnvFMf8MbG,0,1500000000
1LYiEgq9k3xSAddbqMZcsVTayJVoKbTFub,0,1953819884
1KkwkfQCB5VuwF8PnDHhw38EVGdCHK5fMk,0,2000343245
13FtNsxTFADd6AcnQBxhWuNt9Aw4q5y1b2,0,2175834451
bc1qe9je7694shnd9qr62vwgce9rcg0kpl0ja9pe9v,0,2279600000
112qJRWfQCAqKzSk3ZcQnq1A1YwqyfLbgp,0,2413760367
bc1qhcfpza3zfd28g03ew485qrrsvy9jae5xvr9ydz,0,2788597288
3PhMXuhqrHfye1sLENdXkzZ1mFFygq6a1o,0,2977265866
16KSCzUehNJRuuJnNjuz8xuUNEHmVHo3py,5562976,3065796004
bc1qht0lzvwddxgg5m3rlyymgptpfqa7calht68mq7,0,3500000547
1NkKgMkX3vud7uo999d8GuExkkwpNwZDYa,0,3560000000
bc1qa225n5kp0e73n4hthea3fqv4rgvwuzx65wldxv,0,3750000000
19UNe82ipWkoqfBx35Km1HpJPp29s6qKno,0,4196667162
153A88YKKZtQTABAcBvvWVq1JDJLYCsgpQ,2250001094,5352708882
bc1qfht3lj9hda30pv4mqqkklxjylmm9jma0k4ssag,0,8140000000
17CXNT62tqJLXbFVSgDx5CDyaneLheM6Ym,0,10300385215
3AzWagPyw6fK8zhXhnyiHo57AN4Xqnt7rw,0,10500000000
1AXiwETqqQoA52Jk5CmJkbAPuW8nR7VUYz,790000000,11104859631
31inPQPChryvSPEnaXrBc6kmYH4NAqYnTR,0,12415510236
1G9Zwp2cBdrM8o3wpactcqrw6NC3xGEm1o,0,12500000000
3BcVNB1MVByP8eiEv9QRwCGyUhERmxHzdX,0,20000000000
3A99TqWrJ1cVDWKnTyqjAGXMcUFa3Rt2TZ,0,21526621418
1EZY2exVq9LvbwBaXWPoR7bYhfNRBXC3m5,0,57530616613
